Region,years,products,Productivity (kg/ ha),Production (t),Area (ha) 
20,2009,Pêra,0.0,0.0,0.0
20,2009,Pêssego,0.0,0.0,0.0
20,2009,Romã,0.0,0.0,0.0
20,2009,Tabaco,2487.0,97.0,39.0
20,2009,Tangera,0.0,0.0,0.0
20,2009,Tangerina,9510.0,485.0,51.0
20,2009,Tomate para indústria,0.0,0.0,0.0
20,2009,Toranja,0.0,0.0,0.0
20,2009,Trigo,0.0,0.0,0.0
20,2009,Trigo duro,0.0,0.0,0.0
20,2009,Trigo mole,0.0,0.0,0.0
20,2009,Triticale,0.0,0.0,0.0
20,2009,Uva de mesa,5364.0,59.0,11.0
20,2009,Uva para vinho,1971.0,1796.0,911.0
20,2009,Vinha,2012.0,1855.0,922.0
20,2010,Ameixa,0.0,0.0,0.0
20,2010,Amêndoa,0.0,0.0,0.0
20,2010,Ananás,23919.0,1483.0,62.0
20,2010,Arroz,0.0,0.0,0.0
20,2010,Aveia,0.0,0.0,0.0
20,2010,Avelã,0.0,0.0,0.0
20,2010,Azeitona de mesa,0.0,0.0,0.0
20,2010,Azeitona para azeite,0.0,0.0,0.0
20,2010,Banana,17306.0,5140.0,297.0
20,2010,Batata,16699.0,10220.0,612.0
20,2010,Batata de regadio,0.0,0.0,0.0
20,2010,Batata de sequeiro,16699.0,10220.0,612.0
20,2010,Beterraba,25698.0,4163.0,162.0
20,2010,Castanha,2800.0,182.0,65.0
20,2010,Centeio,0.0,0.0,0.0
20,2010,Cereais para grão,2700.0,675.0,250.0
20,2010,Cereja,0.0,0.0,0.0
20,2010,Cevada,0.0,0.0,0.0
20,2010,Citrinos,11866.0,4877.0,411.0
20,2010,Damasco,0.0,0.0,0.0
20,2010,Diospiro,0.0,0.0,0.0
20,2010,Feijão,1810.0,76.0,42.0
20,2010,Figo,0.0,0.0,0.0
20,2010,Ginja,0.0,0.0,0.0
20,2010,Girassol,0.0,0.0,0.0
20,2010,Grão-de-bico,0.0,0.0,0.0
20,2010,Kiwi,0.0,0.0,0.0
20,2010,Laranja,12200.0,4392.0,360.0
20,2010,Limão,0.0,0.0,0.0
20,2010,Lúpulo,0.0,0.0,0.0
20,2010,Marmelo,0.0,0.0,0.0
20,2010,Maçã,7000.0,406.0,58.0
20,2010,Milho,2700.0,675.0,250.0
20,2010,Milho regadio,0.0,0.0,0.0
20,2010,Milho sequeiro,2700.0,675.0,250.0
20,2010,Nespera,0.0,0.0,0.0
20,2010,Noz,0.0,0.0,0.0
20,2010,Olival,0.0,0.0,0.0
20,2010,Principais culturas para indústria,22381.0,4230.0,189.0
20,2010,Principais frutos de casca rija,2800.0,182.0,65.0
20,2010,Principais frutos frescos,7000.0,406.0,58.0
20,2010,Principais frutos subtropicais,18448.0,6623.0,359.0
20,2010,Principais leguminosas secas,1810.0,76.0,42.0
20,2010,Pêra,0.0,0.0,0.0
20,2010,Pêssego,0.0,0.0,0.0
20,2010,Romã,0.0,0.0,0.0
20,2010,Tabaco,2481.0,67.0,27.0
20,2010,Tangera,0.0,0.0,0.0
20,2010,Tangerina,9510.0,485.0,51.0
20,2010,Tomate para indústria,0.0,0.0,0.0
20,2010,Toranja,0.0,0.0,0.0
20,2010,Trigo,0.0,0.0,0.0
20,2010,Trigo duro,0.0,0.0,0.0
20,2010,Trigo mole,0.0,0.0,0.0
20,2010,Triticale,0.0,0.0,0.0
20,2010,Uva de mesa,5385.0,70.0,13.0
20,2010,Uva para vinho,690.0,631.0,914.0
20,2010,Vinha,756.0,701.0,927.0
20,2011,Ameixa,0.0,0.0,0.0
20,2011,Amêndoa,0.0,0.0,0.0
20,2011,Ananás,22597.0,1401.0,62.0
20,2011,Arroz,0.0,0.0,0.0
20,2011,Aveia,0.0,0.0,0.0
20,2011,Aveia forrageira,0.0,0.0,0.0
20,2011,Avelã,0.0,0.0,0.0
20,2011,Azeitona de mesa,0.0,0.0,0.0
20,2011,Azeitona para azeite,0.0,0.0,0.0
20,2011,Banana,17199.0,5108.0,297.0
20,2011,Batata,14722.0,9172.0,623.0
20,2011,Batata de regadio,0.0,0.0,0.0
20,2011,Batata de sequeiro,14722.0,9172.0,623.0
20,2011,Beterraba,24782.0,7955.0,321.0
20,2011,Castanha,3723.0,242.0,65.0
20,2011,Centeio,0.0,0.0,0.0
20,2011,Cereais para grão,2377.0,587.0,247.0
20,2011,Cereja,0.0,0.0,0.0
20,2011,Cevada,0.0,0.0,0.0
20,2011,Citrinos,12618.0,5186.0,411.0
20,2011,Damasco,0.0,0.0,0.0
20,2011,Diospiro,0.0,0.0,0.0
20,2011,Feijão,1905.0,80.0,42.0
20,2011,Figo,0.0,0.0,0.0
20,2011,Ginja,0.0,0.0,0.0
20,2011,Girassol,0.0,0.0,0.0
20,2011,Grão-de-bico,0.0,0.0,0.0
20,2011,Kiwi,0.0,0.0,0.0
20,2011,Laranja,13086.0,4711.0,360.0
20,2011,Limão,0.0,0.0,0.0
20,2011,Lúpulo,0.0,0.0,0.0
20,2011,Marmelo,0.0,0.0,0.0
20,2011,Maçã,8368.0,477.0,57.0
20,2011,Milho,2377.0,587.0,247.0
20,2011,Milho forrageiro,22407.0,198322.0,8851.0
20,2011,Milho regadio,0.0,0.0,0.0
20,2011,Milho sequeiro,2377.0,587.0,247.0
20,2011,Nespera,0.0,0.0,0.0
20,2011,Noz,0.0,0.0,0.0
20,2011,Olival,0.0,0.0,0.0
20,2011,Principais culturas forrageiras,22407.0,198322.0,8851.0
20,2011,Principais culturas para indústria,23203.0,8005.0,345.0
20,2011,Principais frutos de casca rija,3723.0,242.0,65.0
20,2011,Principais frutos frescos,8368.0,477.0,57.0
20,2011,Principais frutos subtropicais,18131.0,6509.0,359.0
20,2011,Principais leguminosas secas,1905.0,80.0,42.0
20,2011,Pêra,0.0,0.0,0.0
20,2011,Pêssego,0.0,0.0,0.0
20,2011,Romã,0.0,0.0,0.0
20,2011,Tabaco,2083.0,50.0,24.0
20,2011,Tangera,0.0,0.0,0.0
20,2011,Tangerina,9314.0,475.0,51.0
20,2011,Tomate para indústria,0.0,0.0,0.0
20,2011,Toranja,0.0,0.0,0.0
20,2011,Trigo,0.0,0.0,0.0
20,2011,Trigo duro,0.0,0.0,0.0
20,2011,Trigo mole,0.0,0.0,0.0
20,2011,Triticale,0.0,0.0,0.0
20,2011,Uva de mesa,3385.0,44.0,13.0
20,2011,Uva para vinho,1639.0,1493.0,911.0
20,2011,Vinha,1663.0,1537.0,924.0
20,2012,Ameixa,0.0,0.0,0.0
20,2012,Amêndoa,0.0,0.0,0.0
20,2012,Ananás,20887.0,1295.0,62.0
20,2012,Arroz,0.0,0.0,0.0
20,2012,Aveia,0.0,0.0,0.0
20,2012,Aveia forrageira,0.0,0.0,0.0
20,2012,Avelã,0.0,0.0,0.0
20,2012,Azeitona de mesa,0.0,0.0,0.0
20,2012,Azeitona para azeite,0.0,0.0,0.0
20,2012,Banana,17599.0,5227.0,297.0
20,2012,Batata,14872.0,8685.0,584.0
20,2012,Batata de regadio,0.0,0.0,0.0
20,2012,Batata de sequeiro,14872.0,8685.0,584.0
20,2012,Beterraba,50927.0,18894.0,371.0
20,2012,Castanha,2000.0,128.0,64.0
20,2012,Centeio,0.0,0.0,0.0
20,2012,Cereais para grão,1887.0,451.0,239.0
20,2012,Cereja,0.0,0.0,0.0
20,2012,Cevada,0.0,0.0,0.0
20,2012,Citrinos,9930.0,4101.0,413.0
20,2012,Damasco,0.0,0.0,0.0
20,2012,Diospiro,0.0,0.0,0.0
20,2012,Feijão,1581.0,68.0,43.0
20,2012,Figo,0.0,0.0,0.0
20,2012,Ginja,0.0,0.0,0.0
20,2012,Girassol,0.0,0.0,0.0
20,2012,Grão-de-bico,0.0,0.0,0.0
20,2012,Kiwi,0.0,0.0,0.0
20,2012,Laranja,10030.0,3631.0,362.0
20,2012,Limão,0.0,0.0,0.0
20,2012,Lúpulo,0.0,0.0,0.0
20,2012,Marmelo,0.0,0.0,0.0
20,2012,Maçã,7607.0,426.0,56.0
20,2012,Milho,1887.0,451.0,239.0
20,2012,Milho forrageiro,34173.0,267373.0,7824.0
20,2012,Milho regadio,0.0,0.0,0.0
20,2012,Milho sequeiro,1887.0,451.0,239.0
20,2012,Nespera,0.0,0.0,0.0
20,2012,Noz,0.0,0.0,0.0
20,2012,Olival,0.0,0.0,0.0
20,2012,Principais culturas forrageiras,34173.0,267373.0,7824.0
20,2012,Principais culturas para indústria,47206.0,18977.0,402.0
20,2012,Principais frutos de casca rija,2000.0,128.0,64.0
20,2012,Principais frutos frescos,7607.0,426.0,56.0
20,2012,Principais frutos subtropicais,18167.0,6522.0,359.0
20,2012,Principais leguminosas secas,1581.0,68.0,43.0
20,2012,Pêra,0.0,0.0,0.0
20,2012,Pêssego,0.0,0.0,0.0
20,2012,Romã,0.0,0.0,0.0
20,2012,Tabaco,2677.0,83.0,31.0
20,2012,Tangera,0.0,0.0,0.0
20,2012,Tangerina,9216.0,470.0,51.0
20,2012,Tomate para indústria,0.0,0.0,0.0
20,2012,Toranja,0.0,0.0,0.0
20,2012,Trigo,0.0,0.0,0.0
20,2012,Trigo duro,0.0,0.0,0.0
20,2012,Trigo mole,0.0,0.0,0.0
20,2012,Triticale,0.0,0.0,0.0
20,2012,Uva de mesa,2692.0,35.0,13.0
20,2012,Uva para vinho,730.0,665.0,911.0
20,2012,Vinha,758.0,700.0,924.0
20,2013,Ameixa,0.0,0.0,0.0
20,2013,Amêndoa,0.0,0.0,0.0
20,2013,Ananás,19746.0,1165.0,59.0
20,2013,Arroz,0.0,0.0,0.0
20,2013,Aveia,0.0,0.0,0.0
20,2013,Aveia forrageira,0.0,0.0,0.0
20,2013,Avelã,0.0,0.0,0.0
20,2013,Azeitona de mesa,0.0,0.0,0.0
20,2013,Azeitona para azeite,0.0,0.0,0.0
20,2013,Banana,17345.0,5030.0,290.0
20,2013,Batata,16466.0,9896.0,601.0
20,2013,Batata de regadio,0.0,0.0,0.0
20,2013,Batata de sequeiro,16466.0,9896.0,601.0
20,2013,Beterraba,25893.0,9891.0,382.0
20,2013,Castanha,2844.0,182.0,64.0
20,2013,Centeio,0.0,0.0,0.0
20,2013,Cereais para grão,1773.0,422.0,238.0
20,2013,Cereja,0.0,0.0,0.0
20,2013,Cevada,0.0,0.0,0.0
20,2013,Citrinos,9458.0,3925.0,415.0
20,2013,Damasco,0.0,0.0,0.0
20,2013,Diospiro,0.0,0.0,0.0
20,2013,Feijão,2093.0,90.0,43.0
20,2013,Figo,0.0,0.0,0.0
20,2013,Ginja,0.0,0.0,0.0
20,2013,Girassol,0.0,0.0,0.0
20,2013,Grão-de-bico,0.0,0.0,0.0
20,2013,Kiwi,0.0,0.0,0.0
20,2013,Laranja,9610.0,3498.0,364.0
20,2013,Limão,0.0,0.0,0.0
20,2013,Lúpulo,0.0,0.0,0.0
20,2013,Marmelo,0.0,0.0,0.0
20,2013,Maçã,7214.0,404.0,56.0
20,2013,Milho,1773.0,422.0,238.0
20,2013,Milho forrageiro,24631.0,225648.0,9161.0
20,2013,Milho regadio,0.0,0.0,0.0
20,2013,Milho sequeiro,1773.0,422.0,238.0
20,2013,Nespera,0.0,0.0,0.0
20,2013,Noz,0.0,0.0,0.0
20,2013,Olival,0.0,0.0,0.0
20,2013,Principais culturas forrageiras,24631.0,225648.0,9161.0
20,2013,Principais culturas para indústria,24077.0,9968.0,414.0
20,2013,Principais frutos de casca rija,2844.0,182.0,64.0
20,2013,Principais frutos frescos,7214.0,404.0,56.0
20,2013,Principais frutos subtropicais,17751.0,6195.0,349.0
20,2013,Principais leguminosas secas,2093.0,90.0,43.0
20,2013,Pêra,0.0,0.0,0.0
20,2013,Pêssego,0.0,0.0,0.0
20,2013,Romã,0.0,0.0,0.0
20,2013,Tabaco,2406.0,77.0,32.0
20,2013,Tangera,0.0,0.0,0.0
20,2013,Tangerina,8373.0,427.0,51.0
20,2013,Tomate para indústria,0.0,0.0,0.0
20,2013,Toranja,0.0,0.0,0.0
20,2013,Trigo,0.0,0.0,0.0
20,2013,Trigo duro,0.0,0.0,0.0
20,2013,Trigo mole,0.0,0.0,0.0
20,2013,Triticale,0.0,0.0,0.0
20,2013,Uva de mesa,2692.0,35.0,13.0
20,2013,Uva para vinho,965.0,879.0,911.0
20,2013,Vinha,989.0,914.0,924.0
20,2014,Ameixa,0.0,0.0,0.0
20,2014,Amêndoa,0.0,0.0,0.0
20,2014,Ananás,19086.0,1107.0,58.0
20,2014,Arroz,0.0,0.0,0.0
20,2014,Aveia,0.0,0.0,0.0
20,2014,Aveia forrageira,0.0,0.0,0.0
20,2014,Avelã,0.0,0.0,0.0
20,2014,Azeitona de mesa,0.0,0.0,0.0
20,2014,Azeitona para azeite,0.0,0.0,0.0
20,2014,Banana,17625.0,5129.0,291.0
20,2014,Batata,18601.0,11142.0,599.0
20,2014,Batata de regadio,0.0,0.0,0.0
20,2014,Batata de sequeiro,18601.0,11142.0,599.0
20,2014,Beterraba,37627.0,13320.0,354.0
20,2014,Castanha,3169.0,206.0,65.0
20,2014,Centeio,0.0,0.0,0.0
20,2014,Cereais para grão,1874.0,446.0,238.0
20,2014,Cereja,0.0,0.0,0.0
20,2014,Cevada,0.0,0.0,0.0
20,2014,Citrinos,10060.0,4195.0,417.0
20,2014,Damasco,0.0,0.0,0.0
20,2014,Diospiro,0.0,0.0,0.0
20,2014,Feijão,2214.0,93.0,42.0
20,2014,Figo,0.0,0.0,0.0
20,2014,Ginja,0.0,0.0,0.0
20,2014,Girassol,0.0,0.0,0.0
20,2014,Grão-de-bico,0.0,0.0,0.0
20,2014,Kiwi,0.0,0.0,0.0
20,2014,Laranja,10257.0,3754.0,366.0
20,2014,Limão,0.0,0.0,0.0
20,2014,Lúpulo,0.0,0.0,0.0
20,2014,Marmelo,0.0,0.0,0.0
20,2014,Maçã,8018.0,449.0,56.0
20,2014,Milho,1874.0,446.0,238.0
20,2014,Milho forrageiro,28985.0,270775.0,9342.0
20,2014,Milho regadio,0.0,0.0,0.0
20,2014,Milho sequeiro,1874.0,446.0,238.0
20,2014,Nespera,0.0,0.0,0.0
20,2014,Noz,0.0,0.0,0.0
20,2014,Olival,0.0,0.0,0.0
20,2014,Principais culturas forrageiras,28985.0,270775.0,9342.0
20,2014,Principais culturas para indústria,33739.0,13428.0,398.0
20,2014,Principais frutos de casca rija,3169.0,206.0,65.0
20,2014,Principais frutos frescos,8018.0,449.0,56.0
20,2014,Principais frutos subtropicais,17868.0,6236.0,349.0
20,2014,Principais leguminosas secas,2214.0,93.0,42.0
20,2014,Pêra,0.0,0.0,0.0
20,2014,Pêssego,0.0,0.0,0.0
20,2014,Romã,0.0,0.0,0.0
20,2014,Tabaco,2455.0,108.0,44.0
20,2014,Tangera,0.0,0.0,0.0
20,2014,Tangerina,8647.0,441.0,51.0
20,2014,Tomate para indústria,0.0,0.0,0.0
20,2014,Toranja,0.0,0.0,0.0
20,2014,Trigo,0.0,0.0,0.0
20,2014,Trigo duro,0.0,0.0,0.0
20,2014,Trigo mole,0.0,0.0,0.0
20,2014,Triticale,0.0,0.0,0.0
20,2014,Uva de mesa,3615.0,47.0,13.0
20,2014,Uva para vinho,1890.0,1722.0,911.0
20,2014,Vinha,1914.0,1769.0,924.0
20,2015,Ameixa,0.0,0.0,0.0
20,2015,Amêndoa,0.0,0.0,0.0
20,2015,Ananás,18138.0,1052.0,58.0
20,2015,Arroz,0.0,0.0,0.0
20,2015,Aveia,0.0,0.0,0.0
20,2015,Aveia forrageira,0.0,0.0,0.0
20,2015,Avelã,0.0,0.0,0.0
20,2015,Azeitona de mesa,0.0,0.0,0.0
20,2015,Azeitona para azeite,0.0,0.0,0.0
20,2015,Banana,19452.0,5680.0,292.0
20,2015,Batata,19862.0,11778.0,593.0
20,2015,Batata de regadio,0.0,0.0,0.0
20,2015,Batata de sequeiro,19862.0,11778.0,593.0
20,2015,Beterraba,57610.0,5761.0,100.0
20,2015,Castanha,2954.0,192.0,65.0
20,2015,Centeio,0.0,0.0,0.0
20,2015,Cereais para grão,1752.0,424.0,242.0
20,2015,Cereja,0.0,0.0,0.0
20,2015,Cevada,0.0,0.0,0.0
20,2015,Citrinos,10523.0,4388.0,417.0
20,2015,Damasco,0.0,0.0,0.0
20,2015,Diospiro,0.0,0.0,0.0
20,2015,Feijão,2048.0,86.0,42.0
20,2015,Figo,0.0,0.0,0.0
20,2015,Ginja,0.0,0.0,0.0
20,2015,Girassol,0.0,0.0,0.0
20,2015,Grão-de-bico,0.0,0.0,0.0
20,2015,Kiwi,0.0,0.0,0.0
20,2015,Laranja,10738.0,3930.0,366.0
20,2015,Limão,0.0,0.0,0.0
20,2015,Lúpulo,0.0,0.0,0.0
20,2015,Marmelo,0.0,0.0,0.0
20,2015,Maçã,7071.0,396.0,56.0
20,2015,Milho,1752.0,424.0,242.0
20,2015,Milho forrageiro,29754.0,333300.0,11202.0
20,2015,Milho regadio,0.0,0.0,0.0
20,2015,Milho sequeiro,1752.0,424.0,242.0
20,2015,Nespera,0.0,0.0,0.0
20,2015,Noz,0.0,0.0,0.0
20,2015,Olival,0.0,0.0,0.0
20,2015,Principais culturas forrageiras,29754.0,333300.0,11202.0
20,2015,Principais culturas para indústria,36888.0,5902.0,160.0
20,2015,Principais frutos de casca rija,2954.0,192.0,65.0
20,2015,Principais frutos frescos,7071.0,396.0,56.0
20,2015,Principais frutos subtropicais,19234.0,6732.0,350.0
20,2015,Principais leguminosas secas,2048.0,86.0,42.0
20,2015,Pêra,0.0,0.0,0.0
20,2015,Pêssego,0.0,0.0,0.0
20,2015,Romã,0.0,0.0,0.0
20,2015,Tabaco,2350.0,141.0,60.0
20,2015,Tangera,0.0,0.0,0.0
20,2015,Tangerina,8980.0,458.0,51.0
20,2015,Tomate para indústria,0.0,0.0,0.0
20,2015,Toranja,0.0,0.0,0.0
20,2015,Trigo,0.0,0.0,0.0
20,2015,Trigo duro,0.0,0.0,0.0
20,2015,Trigo mole,0.0,0.0,0.0
20,2015,Triticale,0.0,0.0,0.0
20,2015,Uva de mesa,3615.0,47.0,13.0
20,2015,Uva para vinho,1517.0,1382.0,911.0
20,2015,Vinha,1547.0,1429.0,924.0
20,2016,Ameixa,0.0,0.0,0.0
20,2016,Amêndoa,0.0,0.0,0.0
20,2016,Ananás,16915.0,998.0,59.0
20,2016,Arroz,0.0,0.0,0.0
20,2016,Aveia,0.0,0.0,0.0
20,2016,Aveia forrageira,0.0,0.0,0.0
20,2016,Avelã,0.0,0.0,0.0
20,2016,Azeitona de mesa,0.0,0.0,0.0
20,2016,Azeitona para azeite,0.0,0.0,0.0
20,2016,Banana,16846.0,4919.0,292.0
20,2016,Batata,24716.0,14731.0,596.0
20,2016,Batata de regadio,0.0,0.0,0.0
20,2016,Batata de sequeiro,24716.0,14731.0,596.0
20,2016,Beterraba,52907.0,5132.0,97.0
20,2016,Castanha,2610.0,154.0,59.0
20,2016,Centeio,0.0,0.0,0.0
20,2016,Cereais para grão,1976.0,417.0,211.0
20,2016,Cereja,0.0,0.0,0.0
20,2016,Cevada,0.0,0.0,0.0
20,2016,Citrinos,11031.0,4567.0,414.0
20,2016,Damasco,0.0,0.0,0.0
20,2016,Diospiro,0.0,0.0,0.0
20,2016,Feijão,2049.0,84.0,41.0
20,2016,Figo,0.0,0.0,0.0
20,2016,Ginja,0.0,0.0,0.0
20,2016,Girassol,0.0,0.0,0.0
20,2016,Grão-de-bico,0.0,0.0,0.0
20,2016,Kiwi,0.0,0.0,0.0
20,2016,Laranja,11267.0,4090.0,363.0
20,2016,Limão,0.0,0.0,0.0
20,2016,Lúpulo,0.0,0.0,0.0
20,2016,Marmelo,0.0,0.0,0.0
20,2016,Maçã,6357.0,356.0,56.0
20,2016,Milho,1976.0,417.0,211.0
20,2016,Milho forrageiro,30315.0,341896.0,11278.0
20,2016,Milho regadio,0.0,0.0,0.0
20,2016,Milho sequeiro,1976.0,417.0,211.0
20,2016,Nespera,0.0,0.0,0.0
20,2016,Noz,0.0,0.0,0.0
20,2016,Olival,0.0,0.0,0.0
20,2016,Principais culturas forrageiras,30315.0,341896.0,11278.0
20,2016,Principais culturas para indústria,33618.0,5278.0,157.0
20,2016,Principais frutos de casca rija,2610.0,154.0,59.0
20,2016,Principais frutos frescos,6357.0,356.0,56.0
20,2016,Principais frutos subtropicais,16858.0,5917.0,351.0
20,2016,Principais leguminosas secas,2049.0,84.0,41.0
20,2016,Pêra,0.0,0.0,0.0
20,2016,Pêssego,0.0,0.0,0.0
20,2016,Romã,0.0,0.0,0.0
20,2016,Tabaco,2433.0,146.0,60.0
20,2016,Tangera,0.0,0.0,0.0
20,2016,Tangerina,9353.0,477.0,51.0
20,2016,Tomate para indústria,0.0,0.0,0.0
20,2016,Toranja,0.0,0.0,0.0
20,2016,Trigo,0.0,0.0,0.0
20,2016,Trigo duro,0.0,0.0,0.0
20,2016,Trigo mole,0.0,0.0,0.0
20,2016,Triticale,0.0,0.0,0.0
20,2016,Uva de mesa,3615.0,47.0,13.0
20,2016,Uva para vinho,767.0,779.0,1015.0
20,2016,Vinha,803.0,826.0,1028.0
20,2017,Ameixa,0.0,0.0,0.0
20,2017,Amêndoa,0.0,0.0,0.0
20,2017,Ananás,16929.0,948.0,56.0
20,2017,Arroz,0.0,0.0,0.0
20,2017,Aveia,0.0,0.0,0.0
20,2017,Aveia forrageira,0.0,0.0,0.0
20,2017,Avelã,0.0,0.0,0.0
20,2017,Azeitona de mesa,0.0,0.0,0.0
20,2017,Azeitona para azeite,0.0,0.0,0.0
20,2017,Banana,16456.0,4657.0,283.0
20,2017,Batata,25388.0,11323.0,446.0
20,2017,Batata de regadio,0.0,0.0,0.0
20,2017,Batata de sequeiro,25388.0,11323.0,446.0
20,2017,Beterraba,61792.0,6550.0,106.0
20,2017,Castanha,2808.0,146.0,52.0
20,2017,Centeio,0.0,0.0,0.0
20,2017,Cereais para grão,2000.0,366.0,183.0
20,2017,Cereja,0.0,0.0,0.0
20,2017,Cevada,0.0,0.0,0.0
20,2017,Citrinos,11036.0,4017.0,364.0
20,2017,Damasco,0.0,0.0,0.0
20,2017,Diospiro,0.0,0.0,0.0
20,2017,Feijão,2000.0,74.0,37.0
20,2017,Figo,0.0,0.0,0.0
20,2017,Ginja,0.0,0.0,0.0
20,2017,Girassol,0.0,0.0,0.0
20,2017,Grão-de-bico,0.0,0.0,0.0
20,2017,Kiwi,0.0,0.0,0.0
20,2017,Laranja,11660.0,3708.0,318.0
20,2017,Limão,0.0,0.0,0.0
20,2017,Lúpulo,0.0,0.0,0.0
20,2017,Marmelo,0.0,0.0,0.0
20,2017,Maçã,7017.0,414.0,59.0
20,2017,Milho,2000.0,366.0,183.0
20,2017,Milho forrageiro,30310.0,316621.0,10446.0
20,2017,Milho regadio,0.0,0.0,0.0
20,2017,Milho sequeiro,2000.0,366.0,183.0
20,2017,Nespera,0.0,0.0,0.0
20,2017,Noz,0.0,0.0,0.0
20,2017,Olival,0.0,0.0,0.0
20,2017,Principais culturas forrageiras,30310.0,316621.0,10446.0
20,2017,Principais culturas para indústria,42756.0,6670.0,156.0
20,2017,Principais frutos de casca rija,2808.0,146.0,52.0
20,2017,Principais frutos frescos,7017.0,414.0,59.0
20,2017,Principais frutos subtropicais,16534.0,5605.0,339.0
20,2017,Principais leguminosas secas,2000.0,74.0,37.0
20,2017,Pêra,0.0,0.0,0.0
20,2017,Pêssego,0.0,0.0,0.0
20,2017,Romã,0.0,0.0,0.0
20,2017,Tabaco,2400.0,120.0,50.0
20,2017,Tangera,0.0,0.0,0.0
20,2017,Tangerina,6717.0,309.0,46.0
20,2017,Tomate para indústria,0.0,0.0,0.0
20,2017,Toranja,0.0,0.0,0.0
20,2017,Trigo,0.0,0.0,0.0
20,2017,Trigo duro,0.0,0.0,0.0
20,2017,Trigo mole,0.0,0.0,0.0
20,2017,Triticale,0.0,0.0,0.0
20,2017,Uva de mesa,3615.0,47.0,13.0
20,2017,Uva para vinho,658.0,670.0,1018.0
20,2017,Vinha,696.0,717.0,1031.0
20,2018,Abacate,0.0,,
20,2018,Ameixa,0.0,0.0,0.0
20,2018,Amoras,0.0,0.0,0.0
20,2018,Amêndoa,0.0,0.0,0.0
20,2018,Ananás,16929.0,948.0,56.0
20,2018,Arroz,0.0,0.0,0.0
20,2018,Aveia,0.0,0.0,0.0
20,2018,Aveia forrageira,0.0,0.0,0.0
20,2018,Avelã,0.0,0.0,0.0
20,2018,Azeitona de mesa,0.0,0.0,0.0
20,2018,Azeitona para azeite,0.0,0.0,0.0
20,2018,Banana,17606.0,5053.0,287.0
20,2018,Batata,16789.0,7320.0,436.0
20,2018,Batata de regadio,0.0,0.0,0.0
20,2018,Batata de sequeiro,16789.0,7320.0,436.0
20,2018,Beterraba,0.0,0.0,0.0
20,2018,Castanha,2154.0,112.0,52.0
20,2018,Centeio,0.0,0.0,0.0
20,2018,Cereais para grão,2108.0,352.0,167.0
20,2018,Cereja,0.0,0.0,0.0
20,2018,Cevada,0.0,0.0,0.0
20,2018,Citrinos,12092.0,4329.0,358.0
20,2018,Damasco,0.0,0.0,0.0
20,2018,Diospiro,0.0,0.0,0.0
20,2018,Feijão,1813.0,58.0,32.0
20,2018,Figo,0.0,0.0,0.0
20,2018,Framboesas,0.0,0.0,0.0
20,2018,Frutos pequenos de baga,0.0,0.0,0.0
20,2018,Ginja,0.0,0.0,0.0
20,2018,Girassol,0.0,0.0,0.0
20,2018,Groselha,0.0,0.0,0.0
20,2018,Grão-de-bico,0.0,0.0,0.0
20,2018,Kiwi,0.0,0.0,0.0
20,2018,Laranja,12901.0,4025.0,312.0
20,2018,Limão,0.0,0.0,0.0
20,2018,Lúpulo,0.0,0.0,0.0
20,2018,Marmelo,0.0,0.0,0.0
20,2018,Maçã,7053.0,402.0,57.0
20,2018,Milho,2108.0,352.0,167.0
20,2018,Milho forrageiro,22677.0,238136.0,10501.0
20,2018,Milho regadio,0.0,0.0,0.0
20,2018,Milho sequeiro,2108.0,352.0,167.0
20,2018,Mirtilos,0.0,0.0,0.0
20,2018,Nespera,0.0,0.0,0.0
20,2018,Noz,0.0,0.0,0.0
20,2018,Olival,0.0,0.0,0.0
20,2018,Principais culturas forrageiras,22677.0,238136.0,10501.0
20,2018,Principais culturas para indústria,1977.0,85.0,43.0
20,2018,Principais frutos de casca rija,2154.0,112.0,52.0
20,2018,Principais frutos frescos,7053.0,402.0,57.0
20,2018,Principais frutos subtropicais,17496.0,6001.0,343.0
20,2018,Principais leguminosas secas,1813.0,58.0,32.0
20,2018,Pêra,0.0,0.0,0.0
20,2018,Pêssego,0.0,0.0,0.0
20,2018,Romã,0.0,0.0,0.0
20,2018,Tabaco,1977.0,85.0,43.0
20,2018,Tangera,0.0,0.0,0.0
20,2018,Tangerina,6609.0,304.0,46.0
20,2018,Tomate para indústria,0.0,0.0,0.0
20,2018,Toranja,0.0,0.0,0.0
20,2018,Trigo,0.0,0.0,0.0
20,2018,Trigo duro,0.0,0.0,0.0
20,2018,Trigo mole,0.0,0.0,0.0
20,2018,Triticale,0.0,0.0,0.0
20,2018,Uva de mesa,3615.0,47.0,13.0
20,2018,Uva para vinho,1275.0,1770.0,1389.0
20,2018,Vinha,1296.0,1817.0,1402.0
20,2019,Abacate,0.0,0.0,0.0
20,2019,Ameixa,0.0,0.0,0.0
20,2019,Amoras,0.0,0.0,0.0
20,2019,Amêndoa,0.0,0.0,0.0
20,2019,Ananás,18200.0,1365.0,75.0
20,2019,Arroz,0.0,0.0,0.0
20,2019,Aveia,0.0,0.0,0.0
20,2019,Aveia forrageira,0.0,0.0,0.0
20,2019,Avelã,0.0,0.0,0.0
20,2019,Azeitona de mesa,0.0,0.0,0.0
20,2019,Azeitona para azeite,0.0,0.0,0.0
20,2019,Banana,14529.0,4315.0,297.0
