;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;Total;Doméstico;Não doméstico;Indústria;Agricultura;Iluminação das vias públicas;Iluminação interior de edifícios do Estado;Outros;
;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;kWh ;
16G1817: Sátão;28562606 &;12756652 &;4594568 &;5918037 &;2162424 &;1900373 &;1230552 &;0 &;28068919 &;11953084 &;5076844 &;5472964 &;2308067 &;1860368 &;1397592 &;0 &;27337656;11958272;5661380;4927158;1401172;2084909;1304765;0;25779041;11482482;5162550;4791272;1017163;2030071;1295503;0;26104650;12086021;5235056;4675651;911982;1868226;1327714;0;24637842;11317989;4627665;4374040;763094;2290458;1264596;0;24963672;11454334;4535799;4605865;554983;2594487;1218204;0;23939584;11144937;5970435;3258938;657658;2144722;762894;0;23981555;10973927;6323155;3436260;664316;1765106;818791;0;26009633;11610845;4710923;5067150;735690;2677294;1207731;0;
16G1821: Tondela;114460579 &;30358268 &;15413768 &;54740209 &;6755736 &;4304101 &;2888497 &;0 &;112924751 &;28468615 &;16742692 &;53720090 &;6669979 &;4091928 &;3231447 &;0 &;109866693;28725633;21838504;45289641;6138927;4293706;3580282;0;107391306;28106590;22345880;43607151;5818801;4281456;3231428;0;106296049;29616704;21938321;41871248;5128029;4386440;3355307;0;102803980;28543676;21891659;40006693;5114159;4551904;2695889;0;102037463;28581193;21155302;40367064;5540187;4089549;2304168;0;100735567;27711813;17341053;42475262;6451785;4054929;2700725;0;101702263;28392748;16593880;41970578;7310120;5041805;2393132;0;106020425;30008218;16594466;41591732;7324619;7015382;3486008;0;
16G1822: Vila Nova de Paiva;12532693 &;5811424 &;2546322 &;638298 &;817007 &;1199918 &;1519724 &;0 &;12217684 &;5587210 &;2692422 &;590247 &;782331 &;946152 &;1619322 &;0 &;12702797;5739804;2683431;555527;828156;1227195;1668684;0;12111195;5535720;2564557;461590;848782;1179765;1520781;0;12945007;5822999;2726290;462484;705906;1206666;2020662;0;12264148;5635706;2587461;502894;716499;1095642;1725946;0;11606429;5512071;2272044;459500;647187;1079896;1635731;0;11710179;4957868;3059250;1580311;434951;973843;703956;0;11759466;5059731;2940287;1391824;524753;1166046;676825;0;11425079;5258110;1115527;1549917;664703;1523035;1313787;0;
16G1823: Viseu;317504939 &;125538064 &;98179297 &;50543142 &;4379622 &;15453208 &;23411606 &;0 &;321443319 &;117325491 &;111365594 &;52979514 &;4665330 &;14172112 &;20935278 &;0 &;328496060;120435655;116596854;51844070;4657789;16223187;18738505;0;317889975;113403003;121109772;47198262;5229521;17093540;13855877;0;322885248;119823068;116191301;42152367;4985351;16588431;23144730;0;316598607;114312074;119730187;39750827;5388561;16927870;20489088;0;313905608;115049588;117773632;39037893;5382269;16948237;19713989;0;323116096;112268059;126864602;48656047;5099360;16561114;13569225;97689;325119380;115712165;128594198;46169195;5636024;15532297;13354275;121226;342728415;121756538;113667161;51177044;4961058;19313190;31732845;120579;
16G1824: Vouzela;22751554 &;11125329 &;5082718 &;3877836 &;766581 &;791272 &;1107818 &;0 &;23706392 &;10411121 &;5368585 &;5046808 &;816220 &;737661 &;1325997 &;0 &;24468684;10436582;5048968;5852574;905149;852311;1373100;0;24883897;10395132;4738020;5786402;1070222;1614465;1279656;0;25948886;10820129;4913115;5942279;1181283;1843208;1248872;0;25593482;10400278;4667515;5897167;1284414;1929110;1414998;0;24970569;10618266;4542284;5423239;1124416;1836181;1426183;0;24310355;9586593;5656968;4658840;1334484;1814698;1258772;0;25963790;9877860;5895158;5233846;1956697;1890147;1110082;0;27964749;10326201;5000663;6481224;1718398;2708726;1729537;0;
16H: Beira Baixa;548328273 &;112875975 &;62853101 &;321794639 &;11571141 &;21134942 &;18095644 &;2831 &;532741847 &;107069641 &;74043216 &;298411356 &;11641161 &;21357790 &;20218683 &;0 &;580581673;109045828;70469200;343619595;14734567;21906231;20803592;2660;512211310;104611507;71786820;280544947;13274157;22132866;19861013;0;491927236;111232246;78004494;251023145;12038408;22686599;16939319;3025;471871553;106000585;75859315;238666256;13285411;22283655;15773648;2683;465375990;105724325;72920620;236245609;11990630;23065516;15426473;2817;467459566;103460534;86247010;226579454;11253899;22752293;17162321;4055;475042837;103875809;89404472;231127426;13187522;23600505;13843492;3611;483646428;112493408;82835012;226079376;12979285;25667686;23586729;4932;
16H0502: Castelo Branco;185138559 &;74290799 &;46612490 &;39828522 &;2658158 &;10326301 &;11419458 &;2831 &;186449493 &;70682827 &;50923780 &;39201092 &;2491466 &;10493535 &;12656793 &;0 &;191128624;72235547;52867589;36163104;5820556;10631639;13407529;2660;184516396;68545938;54701305;35003053;3042130;10775844;12448126;0;191593795;72622750;60545213;35735109;2404231;11234447;9049020;3025;185020687;69144012;58740684;34715460;2521350;11165035;8731463;2683;184745128;69885400;56348226;36502266;2176169;11249471;8580779;2817;191374502;69053385;60397180;35876289;3346210;11243368;11456724;1346;193960194;68619626;60274129;40559749;4052164;11897530;8556311;685;207637082;75554235;57892744;40787989;4104579;12791552;16504043;1940;
16H0505: Idanha-a-Nova;30293496 &;12845032 &;5754880 &;1158241 &;4293129 &;3278266 &;2963948 &;0 &;29952105 &;12087040 &;5868111 &;1255475 &;4232451 &;3300181 &;3208847 &;0 &;30913378;12074279;6103358;1336200;4598787;3529348;3271406;0;31208176;11545406;6134056;1454731;5523583;3472777;3077623;0;31860585;12533303;6453694;1575495;4941170;3323587;3033336;0;31674510;11645431;6123458;1541394;6241103;3438697;2684427;0;31574840;11752327;6311533;1525250;6058576;3462914;2464240;0;33609169;10988909;8354149;2138601;6574760;3483857;2068893;0;34007918;11155167;7977973;2221603;7205797;3445440;2001938;0;34972431;11543146;8302054;2149116;6379819;3982090;2616206;0;
16H0506: Oleiros;24690254 &;5531966 &;2458778 &;14013957 &;36258 &;1793830 &;855465 &;0 &;27951081 &;5234242 &;2396355 &;17229990 &;37357 &;1895241 &;1157896 &;0 &;33873272;5338579;2363735;23106813;36703;1912092;1115350;0;26292247;5343562;2057736;15625717;36098;1981680;1247454;0;23304523;5530076;1960814;12106611;59319;2106441;1541262;0;25723304;6047491;2014767;13896084;119209;2149341;1496412;0;26337236;4869086;1802966;16035957;77145;2131176;1420906;0;26871549;5220799;3482019;14708237;131025;2094174;1235295;0;27536347;5163095;3828242;15139173;192006;2097303;1116528;0;27374847;5531666;4126964;14237283;225520;2296267;957147;0;
16H0507: Penamacor;14480445 &;6446563 &;2348308 &;2615188 &;353058 &;1756960 &;960368 &;0 &;14514225 &;5989531 &;2721337 &;2488008 &;364056 &;1860097 &;1091196 &;0 &;15133881;6198494;3060008;2571055;368845;1917943;1017536;0;14892014;6115451;2694171;2811825;323971;1948302;998294;0;15581053;6565458;2783561;2650729;367902;2025501;1187902;0;15132679;6156683;2809948;2813182;471855;1875976;1005035;0;14714738;6161522;2545887;2685945;375443;1911376;1034565;0;14814375;5393846;4146804;2317829;465696;1892533;596940;727;14627505;5756238;3497503;2443136;536874;1623058;769550;1146;15719072;6083207;2593326;2746544;698713;2211780;1384403;1099;
16H0508: Proença-a-Nova;21055460 &;9195421 &;3142700 &;3483277 &;1020771 &;2911556 &;1301735 &;0 &;19859641 &;8857668 &;3196601 &;2586441 &;1089491 &;2745680 &;1383760 &;0 &;20012112;8827210;3310785;2536024;1138699;2841986;1357408;0;20290015;8779032;3244290;2542471;1419888;2853527;1450807;0;21088701;9572655;3355812;2632827;1211022;2766734;1549651;0;19703917;8746904;3284483;2523784;793230;2890246;1465270;0;18917836;8888445;3142288;2338138;367242;2858557;1323166;0;19231669;8735696;4463825;1891038;261666;2833273;1044189;1982;20254149;8927477;4344639;2427718;333534;3248896;970105;1780;20543771;9378165;4188414;2186498;380211;3044572;1364018;1893;
16H0511: Vila Velha de Ródão;272670059 &;4566194 &;2535945 &;260695454 &;3209767 &;1068029 &;594670 &;0 &;254015302 &;4218333 &;8937032 &;235650350 &;3426340 &;1063056 &;720191 &;0 &;289520406;4371719;2763725;277906399;2770977;1073223;634363;0;235012462;4282118;2955262;223107150;2928487;1100736;638709;0;208498579;4408004;2905400;196322374;3054764;1229889;578148;0;194616456;4260064;2885975;183176352;3138664;764360;391041;0;189086212;4167545;2769720;177158053;2936055;1452022;602817;0;181558302;4067899;5403033;169647460;474542;1205088;760280;0;184656724;4254206;9481986;168336047;867147;1288278;429060;0;177399225;4402989;5731510;163971946;1190443;1341425;760912;0;
16I: Médio Tejo;1147907045 &;302113765 &;205418134 &;496671242 &;43586619 &;37637839 &;34511730 &;27967716 &;1189832144 &;287239413 &;233975509 &;506291879 &;45941210 &;41003688 &;41471448 &;33908997 &;1187911787;293908153;224479724;501099246;45200110;44023032;43713711;35487811;1163081349;284740663;220225377;485806992;46483924;44665860;43916546;37241987;1139994503;296062826;220242190;457722132;37911407;45314752;46672570;36068626;1108917453;292065863;212157783;440325932;41407673;42278501;45333096;35348605;1095108416;294754985;206273848;430046591;42604329;44567355;43698690;33162618;1109928586;284390716;260955941;417905966;33234378;41852066;47365129;24224390;1132912821;297606899;260350314;408653241;36517010;49813925;45668585;34302847;1216366270;319675132;250272591;445251179;47444452;54941810;64686707;34094399;
16I1401: Abrantes;178529895 &;45221203 &;31680570 &;84515268 &;4638706 &;6536163 &;4072359 &;1865626 &;182744823 &;43613583 &;33662133 &;85179243 &;4656667 &;6455031 &;5947706 &;3230460 &;166649265;44335173;34291965;64290318;6027676;7003334;6488946;4211853;154849575;43396959;28856722;58140469;6036247;7049751;6285492;5083935;166817030;45003935;29082626;69149363;4941070;7059285;6803900;4776851;157604665;44667563;28747337;59552184;5756969;7131078;6700463;5049071;149919038;45003135;28454408;53577523;4891258;7118023;6717262;4157429;153428125;44681619;47435041;42141522;4621570;7339473;7208900;0;158077869;47181240;43616997;42491245;5288230;7630740;6601995;5267422;178989243;50558803;51768354;47616216;5046533;7768093;12029740;4201504;
16I1402: Alcanena;74053465 &;16794162 &;19384489 &;29386303 &;4254117 &;2572602 &;1661406 &;386 &;76974668 &;16068293 &;21755856 &;29988235 &;4863757 &;2361129 &;1937398 &;0 &;81978019;17271836;23138724;32434476;4472046;2677898;1981823;1216;80658844;17241639;24599660;30252660;3889283;2676318;1999284;0;85019214;18220009;25729351;35560165;540255;2871545;2097889;0;76723756;17980466;24969952;31127878;699708;13153;1931879;720;79025405;18755952;23596815;31547174;389127;2913513;1822557;267;75680160;16010281;19655055;35003647;633030;2735106;1643041;0;77570982;16461511;20687491;35059518;576608;3073527;1712327;0;82593638;17981042;21893352;36083908;1028291;3481948;2125097;0;
16I1408: Constância;102939777 &;4999471 &;1535573 &;89762674 &;930717 &;1245855 &;4465487 &;0 &;109247930 &;4784461 &;1810067 &;96173011 &;654862 &;1321457 &;4504072 &;0 &;112575270;4699274;1918658;99463077;296981;1386752;4810528;0;113504892;4494625;1942850;100890841;392889;1367354;4416333;0;108621167;4566141;2070723;95441140;210862;1424675;4907626;0;106011157;4589854;1934303;92548129;481756;1381717;5075398;0;95175245;4614756;1771348;81766139;431543;1449984;5141475;0;99835080;4575782;2246089;85669174;375095;1408110;5560830;0;86397151;4868679;2404004;71825163;591726;1479398;5228181;0;101300663;5171926;1862844;86770650;676619;1531216;5287408;0;
16I1410: Entroncamento;71752901 &;22976665 &;12776880 &;5807838 &;189312 &;1783904 &;2121209 &;26097093 &;76940794 &;21893702 &;13144618 &;6374805 &;252815 &;2245225 &;2351092 &;30678537 &;79517914;22837219;13529613;6441240;433162;2587931;2418962;31269787;79530053;21762141;13516859;6457977;361112;2687339;2600725;32143900;78630602;22732696;13793167;5074319;298858;2680597;2786478;31264487;77942483;22661114;13583701;5736343;273194;2611689;2799736;30276706;76424613;22785054;13293633;5794280;334122;2559693;2679161;28978670;77080693;23244167;18272709;4568290;795528;2511248;3539264;24149487;80163293;24428603;15136224;4581912;738979;2851818;3450989;28974768;83524292;26232744;13423498;5059193;491449;3134320;5291062;29892026;
16I1411: Ferreira do Zêzere;42906438 &;11983048 &;4583200 &;13470069 &;10599563 &;1376751 &;893807 &;0 &;41282578 &;11213640 &;4756320 &;12555224 &;10197361 &;1467502 &;1092531 &;0 &;41696130;11035489;5186720;12401244;10360797;1610443;1101437;0;39230552;10872560;4851886;11012913;9930434;1506008;1056751;0;37642729;11427759;4868962;10357244;8280019;1649992;1058753;0;36415355;10885165;4649524;10047412;8151718;1634534;1047002;0;34991258;10884808;4671146;8744916;8081759;1556730;1051899;0;35576281;10541127;6743128;9193237;6312678;2022906;763205;0;37636220;10952421;7157114;9901197;6953147;1887372;784969;0;40413911;11698650;6669134;10144737;7787963;2716628;1396799;0;
16I1413: Mação;25007900 &;9005708 &;6238921 &;5754638 &;433820 &;2377555 &;1197258 &;0 &;26470941 &;8597570 &;7205504 &;6616740 &;404659 &;2364184 &;1282284 &;0 &;27724129;8687702;7141829;7651814;423195;2494656;1324933;0;27503471;8542496;7190236;7575841;380180;2568060;1246658;0;28506954;8901870;7484852;7621763;431183;2728114;1339172;0;27856962;8692234;6994454;7473408;530497;2717432;1448937;0;26709893;8757342;6618496;7089658;401858;2585319;1257220;0;26134941;8249198;4726943;7753738;2161038;2528624;715366;34;27601514;8558321;4884563;8201780;2399412;2808835;748402;201;28251136;8987622;3735346;8420516;2806567;2698977;1602086;22;
16I1421: Ourém;160027845 &;56544243 &;46266385 &;41897061 &;5744290 &;7600593 &;1970662 &;4611 &;174174919 &;54092535 &;65552480 &;38529934 &;6416186 &;7561997 &;2021787 &;0 &;163023309;54426297;53269870;37971096;7174674;7915715;2260702;4955;156469389;51725404;52421998;36164294;4508568;8233911;3415214;0;153976935;53156307;50191742;34666476;4153538;8153475;3650166;5231;147999315;51910604;47217435;33737386;3791712;7847582;3489641;4955;151936866;52705139;46048957;38312633;3474039;8174418;3216382;5298;151797276;49977192;54819657;32376066;2899682;7930699;3793980;0;158354441;52582030;56093496;35373520;2444298;8267885;3593212;0;166321454;56993145;51548603;38360049;3502381;8911974;7004602;700;
16I1417: Sardoal;8934717 &;4849888 &;1163984 &;1021268 &;389974 &;910167 &;599436 &;0 &;9047353 &;4620757 &;1402990 &;1226950 &;147087 &;877309 &;772260 &;0 &;9237888;4623054;1424990;1330846;131756;970421;756821;0;9309866;4609694;1398594;1442717;164235;971542;723084;0;9608371;4824979;1435478;1429101;164765;997125;756923;0;9089773;4752222;1323623;1089382;161010;1043001;720535;0;8949996;4727455;1297242;1082804;132310;991625;718560;0;9486035;4767379;2002321;639468;246632;1011515;818720;0;11006374;4707327;1769968;1258027;1377417;1109405;784230;0;12288237;4900556;1669824;1255186;2322216;1139557;1000898;0;
16I0509: Sertã;54932738 &;18214157 &;9133814 &;20450687 &;1529450 &;3941537 &;1663093 &;0 &;54651272 &;16980004 &;10087522 &;20176638 &;1558421 &;3937824 &;1910863 &;0 &;55026861;17037111;10037960;20249167;1564381;4145286;1992956;0;53910469;16853032;9716466;20326368;849295;4409041;1756267;0;48982498;17805573;9902831;14385805;545772;4518976;1823541;0;46216335;17331755;9440335;12714508;491738;4510460;1727539;0;44201791;16934236;8820259;12246554;481512;4381598;1337632;0;44269519;15928324;10179095;11297274;756452;4343523;1764851;0;45200713;16537740;9785478;11479588;1023839;4467786;1906282;0;47678448;18047066;9678044;10735531;1409542;5070151;2738114;0;
16I1418: Tomar;133990570 &;52726806 &;23734659 &;41095512 &;9784847 &;2251130 &;4397616 &;0 &;140530493 &;49727956 &;23587430 &;43599927 &;10340185 &;5337140 &;7937855 &;0 &;145752328;50544917;23292560;50365501;7500760;5865119;8183471;0;155454337;49959604;24607162;51871837;14313310;5812882;8889542;0;153523922;50888033;25874785;47533598;14438218;5909683;8857548;22057;155608229;50614518;24575648;48724237;17375831;5563005;8737837;17153;158444490;51304971;23428945;49413317;20587774;5395052;8293477;20954;162470385;49546163;40993568;48030520;10093522;4110392;9621351;74869;171623640;51887366;44682320;49223844;10069707;6646134;9053813;60456;182557444;55157929;41585613;54996600;10550073;8982615;11284467;147;
16I1419: Torres Novas;266517801 &;46329472 &;43999963 &;160926669 &;4089356 &;4785264 &;6387077 &;0 &;269164981 &;43818469 &;45903545 &;163347192 &;4664532 &;4682028 &;6749215 &;0 &;276117152;46365616;45888769;166547234;5286364;4845515;7183654;0;265711417;43635341;45981956;160003399;4409773;4877278;6789518;14152;240649868;46337247;44698289;134481835;3247227;4792384;7092886;0;240308775;45904449;44186603;135579671;2934952;5068808;6634292;0;243267709;46054673;44332517;138661732;2711204;4976893;6530690;0;246988119;45023299;47922384;138323263;3858904;3570329;8289940;0;251369874;47262018;48262456;136369035;4320516;6893430;8262419;0;264784570;50980521;42630620;143195208;10790078;7015746;10172397;0;
16I0510: Vila de Rei;9887092 &;3835620 &;2244375 &;544412 &;282932 &;857095 &;2122658 &;0 &;10024355 &;3684461 &;2170733 &;778563 &;966285 &;851162 &;1573151 &;0 &;10278601;3642864;2383857;842062;865000;920477;1624341;0;9665545;3557218;2194309;922633;724423;941787;1325175;0;10023635;3670721;2203784;1283994;107517;1012657;1744962;0;9901907;3594977;1992911;1366685;119987;1174212;1653135;0;9422742;3620078;1869794;1208212;126636;1043010;1555012;0;9818343;3512793;2450392;2276967;238730;977635;361826;0;9708498;3640448;2208177;2161988;260422;1139425;298038;0;10110637;3843339;1643050;1789970;324443;1272559;1237276;0;
16I1420: Vila Nova da Barquinha;18425906 &;8633322 &;2675321 &;2038843 &;719535 &;1399223 &;2959662 &;0 &;18577037 &;8143982 &;2936311 &;1745417 &;818393 &;1541700 &;3391234 &;0 &;18334921;8401601;2974209;1111171;663318;1599485;3585137;0;17282939;8089950;2946679;745043;524175;1564589;3412503;0;17991578;8527556;2905600;737329;552123;1516244;3752726;0;17238741;8480942;2541957;628709;638601;1581830;3366702;0;16639370;8607386;2070288;601649;561187;1421497;3377363;0;17363629;8333392;3509559;632800;241517;1362506;3283855;0;18202252;8539195;3662026;726424;472709;1558170;3243728;0;17552597;9121789;2164309;823415;708297;1218026;3516761;0;
16J: Beiras e Serra da Estrela;730250108 &;274371904 &;192106949 &;169524119 &;14618824 &;48864531 &;28269270 &;2494511 &;758656513 &;262877026 &;193193561 &;189281039 &;16159336 &;47934017 &;45521084 &;3690450 &;777645850;269677097;194248792;196068156;16680365;52177888;45019629;3773923;758483739;259716477;189341733;190706078;16620793;55337536;42828882;3932240;783084644;278236873;201735944;192978382;15701762;57323656;33094582;4013445;760220742;270403941;190016636;184681758;16207709;57698273;37033065;4179360;750334613;269875581;183551250;182811374;14602168;58494658;37004757;3994825;751826006;266921348;211957069;156694975;12263106;55990417;47859974;139117;764457623;268621720;202135454;169531490;15221748;60649974;45210398;3086839;822332850;286953717;177894341;197304880;18126983;69848450;69018770;3185709;
16J0902: Almeida;17707527 &;7974623 &;4656419 &;815405 &;364244 &;2418951 &;1477885 &;0 &;18213025 &;7689550 &;5185101 &;848015 &;256191 &;2396143 &;1838025 &;0 &;19153482;7858966;5288072;931619;311180;2407437;2356208;0;18733858;7808416;5163864;982857;291994;2473153;2013574;0;19829686;8470574;5535909;963860;344682;2530234;1984427;0;18908034;8132531;5103855;923015;284561;2565754;1898318;0;19036550;8237146;5240933;1022982;280284;2548210;1706995;0;19653297;7969108;6483706;650141;324105;2453304;1772933;0;21165614;8479724;6959467;1238334;281301;2671026;1535762;0;24425272;8903280;5516626;4593164;417935;2692905;2301362;0;
16J0501: Belmonte;14747194 &;8258455 &;2747647 &;1748418 &;364406 &;529042 &;1099226 &;0 &;15257625 &;7924014 &;3127863 &;2061769 &;471155 &;515293 &;1157531 &;0 &;16213116;7864903;3135546;2046073;486539;1489302;1190753;0;16678419;7747995;3134334;2116555;478008;1924501;1277026;0;17389808;8055518;3367389;2230781;484106;1972583;1279431;0;16955605;7654962;3333490;2368293;349901;2033097;1215862;0;17211867;7893167;3239450;2462860;317919;2010538;1287933;0;17639636;7566868;4167634;2505704;442741;1932945;1022440;1304;17768417;7585640;4143087;2689590;493567;1809779;1037235;9519;19011753;7977414;4022863;2990758;543455;2154128;1313493;9642;
16J0903: Celorico da Beira;18082918 &;7697231 &;3906355 &;2572454 &;773257 &;2194281 &;939340 &;0 &;17620467 &;7530373 &;3463972 &;2601362 &;1147594 &;1866713 &;1010453 &;0 &;18360069;7765374;3642769;2703562;1172468;2118996;956900;0;17793085;7794852;3536442;2694044;726144;2155533;886070;0;18599865;8630719;3710693;2539556;447856;2174383;1096658;0;17933004;8351487;3459387;2443596;670611;2094034;913889;0;17884775;8417993;3298997;2341281;668967;2287494;870043;0;18245955;7658539;4603298;2079857;688892;2270247;945122;0;19072347;7797750;5338059;2247739;477284;2331358;880157;0;19901594;8299283;4861533;2265660;476577;2960488;1038053;0;
16J0503: Covilhã;193695283 &;66222764 &;59923596 &;52787692 &;1607746 &;9089748 &;4029635 &;34102 &;207587062 &;63301477 &;57671268 &;65670328 &;1814267 &;8966403 &;10163319 &;0 &;215584730;65134233;57708856;72355217;2055882;9239403;9070102;21037;207643056;60858945;57778248;65538003;2899800;10378059;10190001;0;215491222;66374580;62000355;68626119;2806901;10827073;4831037;25157;211252613;63334095;56011016;67187280;2855335;10914712;10922150;28025;212744417;65132657;53628559;69512392;2444670;10954276;11046322;25541;207667798;68184923;61090413;48397248;2385891;10293700;17181944;133679;208159866;67901308;50044270;59754612;3062041;10852314;16406507;138814;225906555;71584438;42928610;70163962;3300998;11845218;25934633;148696;
16J0904: Figueira de Castelo Rodrigo;14288469 &;6484065 &;2956657 &;1439491 &;708759 &;1898775 &;800722 &;0 &;14460475 &;6181012 &;3112942 &;1389515 &;813682 &;1892735 &;1070589 &;0 &;14279222;6107325;3144386;1135590;684579;1967710;1239632;0;14326417;5859362;3546238;1258502;610784;1918491;1133040;0;15511912;6428088;3986212;1205286;523574;2156529;1212223;0;14430379;6028199;3592204;1042977;525733;2127620;1113646;0;14748604;6033478;3628133;1155642;438258;2355431;1137662;0;15049498;5675453;4217338;1293060;380041;2217991;1265615;0;17168428;5986934;4704293;2500380;423310;2375768;1177743;0;17917699;6425250;4510656;3243065;528731;2328852;881145;0;
16J0905: Fornos de Algodres;11311712 &;4748376 &;2852552 &;1499817 &;409593 &;1248418 &;552956 &;0 &;11256879 &;4645318 &;2997447 &;1455257 &;442352 &;1089427 &;627078 &;0 &;11798476;4864411;3146648;1363380;508622;1193245;722170;0;11853193;4897024;3473753;1507157;188059;1164713;622487;0;12132316;5151850;3429108;1602689;123549;1220834;604286;0;11505420;4937635;3235112;1430617;106936;1261623;533497;0;11000999;5084481;2662693;1369365;63005;1147786;673669;0;11082043;4539299;2844430;1145676;126697;865914;1560027;0;11580905;4811030;2535218;1229297;154859;1462752;1387749;0;12503364;5146907;2402953;1741928;166728;1933446;1111402;0;
16J0504: Fundão;91647294 &;38635504 &;22854231 &;14455686 &;5714647 &;6140072 &;3841575 &;5579 &;93468098 &;36419261 &;24766808 &;15533586 &;6076096 &;5837352 &;4834995 &;0 &;93801560;37563340;24036928;15717363;6099833;6140636;4236179;7281;91285760;36155681;21990767;16967485;6140328;6214058;3817441;0;93890060;37954039;21678857;17027292;6418412;6873375;3929039;9046;95803225;39523907;22708739;16260825;6743652;6881784;3678271;6047;89594284;35447290;21140095;16366343;6014691;7158512;3462948;4405;92063657;35476415;25263579;17220878;3579952;6851030;3670320;1483;96408664;34420723;27944801;18174863;5163362;7623137;3077836;3942;104432752;37856077;26568857;20392738;6818466;7961124;4821688;13802;
16J0906: Gouveia;31537118 &;14271683 &;6776647 &;5099613 &;423012 &;3158898 &;1807265 &;0 &;32585625 &;13891869 &;7287126 &;5556714 &;428213 &;3182901 &;2238802 &;0 &;33585479;14514505;7420498;5676086;484088;3226576;2263726;0;32887940;13864470;7589767;5868475;484375;3185332;1895521;0;33922054;14742981;8282119;5415828;355454;3181984;1943688;0;32983533;14575689;8028117;5092049;347563;3239937;1700178;0;33178977;14672368;7934149;5342669;301123;3127887;1800781;0;33086292;14472011;9533780;4740817;204512;2938237;1196935;0;33897391;14754439;9426585;5052857;320515;2702559;1640436;0;37243975;15785975;7415534;5816609;350913;4002473;3872471;0;
16J0907: Guarda;170782307 &;48960323 &;45200729 &;59533970 &;1267592 &;7081861 &;6283002 &;2454830 &;177161900 &;46838206 &;43241904 &;62496700 &;1372795 &;7499362 &;12022483 &;3690450 &;180239215;48572636;43303936;61859794;1578141;8017137;13161966;3745605;173702597;46411990;41255198;60736341;1819844;7916930;11630054;3932240;178757014;49842115;47673680;60196385;1564648;8169835;7331109;3979242;168491698;47108781;45061311;55565673;1476634;8160694;6973317;4145288;164096644;48556420;43685270;51185827;1505395;8120658;7078195;3964879;164933811;47463302;52207242;44140034;1180116;8338022;11602900;2195;160972423;48055228;48959329;40626158;1289147;8976272;10132128;2934161;170957140;51858146;44005386;44500350;1638657;11498308;14443133;3013160;
16J0908: Manteigas;8355117 &;3651386 &;2940283 &;356778 &;5116 &;933595 &;467959 &;0 &;9072636 &;3435656 &;2747927 &;1365369 &;4210 &;899749 &;619725 &;0 &;9486319;3541065;2399039;2071049;2616;850682;621868;0;9080322;3404226;2155632;2119194;1359;863745;536166;0;9050510;3626979;2088727;1926698;3237;876678;528191;0;8685332;3468261;2072394;1677920;2884;887562;576311;0;9240660;3557772;2198146;2010651;3688;863829;606574;0;10137236;3450475;2002438;2878815;30870;872332;901850;456;10734124;3565558;2032579;3429367;31804;816001;858412;403;11685025;3830274;1979811;3924913;39540;960500;949578;409;
16J0909: Mêda;12790404 &;6014699 &;2798001 &;1178371 &;204187 &;1720821 &;874325 &;0 &;13041050 &;5610516 &;3146617 &;1297141 &;223038 &;1795500 &;968238 &;0 &;12920205;5537029;3302796;1155638;192320;1850162;882260;0;12935770;5531449;3152632;1222630;231864;1843135;954060;0;13137396;5969748;2906864;1232289;211852;1857924;958719;0;12135781;5732890;2429935;1124269;197934;1896797;753956;0;12204175;5666033;2262538;1241127;197047;1878276;959154;0;11876709;5182040;2779495;950416;220829;1819033;924896;0;12405492;5108272;2757621;1142332;264150;1950515;1182602;0;13400368;5554175;2401714;1518628;334800;2100753;1490298;0;
